Date,Open,High,Low,Close,Volume
20210118  07:30:00 AM,103.741,103.752,103.741,103.752,68
20210118  07:31:00 AM,103.752,103.759,103.75,103.753,51
20210118  07:32:00 AM,103.753,103.756,103.751,103.753,29
20210118  07:33:00 AM,103.756,103.758,103.737,103.745,167
20210118  07:34:00 AM,103.746,103.757,103.746,103.747,114
20210118  07:35:00 AM,103.748,103.749,103.747,103.748,43
20210118  07:36:00 AM,103.745,103.748,103.742,103.747,44
20210118  07:37:00 AM,103.748,103.748,103.742,103.744,145
20210118  07:38:00 AM,103.743,103.743,103.732,103.735,60
20210118  07:39:00 AM,103.736,103.741,103.736,103.738,41
20210118  07:40:00 AM,103.739,103.741,103.737,103.737,26
20210118  07:41:00 AM,103.739,103.739,103.731,103.733,20
20210118  07:42:00 AM,103.735,103.746,103.734,103.743,42
20210118  07:43:00 AM,103.744,103.753,103.742,103.749,89
20210118  07:44:00 AM,103.748,103.752,103.746,103.747,75
20210118  07:45:00 AM,103.747,103.749,103.729,103.73,78
20210118  07:46:00 AM,103.73,103.731,103.727,103.729,59
20210118  07:47:00 AM,103.729,103.73,103.722,103.727,77
20210118  07:48:00 AM,103.726,103.731,103.722,103.726,41
20210118  07:49:00 AM,103.725,103.725,103.715,103.717,88
20210118  07:50:00 AM,103.717,103.724,103.717,103.721,60
20210118  07:51:00 AM,103.723,103.724,103.715,103.72,64
20210118  07:52:00 AM,103.72,103.724,103.716,103.721,70
20210118  07:53:00 AM,103.721,103.733,103.721,103.728,72
20210118  07:54:00 AM,103.73,103.739,103.73,103.736,63
20210118  07:55:00 AM,103.738,103.742,103.737,103.741,44
20210118  07:56:00 AM,103.741,103.743,103.74,103.743,37
20210118  07:57:00 AM,103.742,103.754,103.742,103.754,43
20210118  07:58:00 AM,103.755,103.762,103.753,103.76,90
20210118  07:59:00 AM,103.759,103.759,103.754,103.755,44
20210118  08:00:00 AM,103.757,103.772,103.757,103.762,211
20210118  08:01:00 AM,103.762,103.766,103.755,103.756,122
20210118  08:02:00 AM,103.754,103.763,103.754,103.761,118
20210118  08:03:00 AM,103.761,103.767,103.755,103.767,96
20210118  08:04:00 AM,103.767,103.775,103.766,103.772,100
20210118  08:05:00 AM,103.771,103.777,103.771,103.772,87
20210118  08:06:00 AM,103.771,103.775,103.77,103.772,74
20210118  08:07:00 AM,103.771,103.773,103.766,103.773,171
20210118  08:08:00 AM,103.773,103.776,103.768,103.774,130
20210118  08:09:00 AM,103.774,103.774,103.762,103.766,310
20210118  08:10:00 AM,103.765,103.771,103.76,103.769,183
20210118  08:11:00 AM,103.768,103.773,103.765,103.765,93
20210118  08:12:00 AM,103.764,103.772,103.764,103.767,89
20210118  08:13:00 AM,103.766,103.769,103.761,103.768,79
20210118  08:14:00 AM,103.769,103.778,103.764,103.777,95
20210118  08:15:00 AM,103.777,103.779,103.769,103.776,95
20210118  08:16:00 AM,103.777,103.783,103.776,103.782,91
20210118  08:17:00 AM,103.782,103.788,103.777,103.786,113
20210118  08:18:00 AM,103.787,103.792,103.78,103.792,126
20210118  08:19:00 AM,103.792,103.797,103.789,103.789,69
20210118  08:20:00 AM,103.79,103.792,103.783,103.787,238
20210118  08:21:00 AM,103.787,103.787,103.778,103.779,182
20210118  08:22:00 AM,103.781,103.783,103.771,103.778,330
20210118  08:23:00 AM,103.778,103.78,103.772,103.778,94
20210118  08:24:00 AM,103.778,103.781,103.776,103.776,62
20210118  08:25:00 AM,103.78,103.782,103.746,103.76,102
20210118  08:26:00 AM,103.758,103.762,103.756,103.759,151
20210118  08:27:00 AM,103.76,103.767,103.758,103.767,53
20210118  08:28:00 AM,103.766,103.766,103.757,103.761,84
20210118  08:29:00 AM,103.76,103.766,103.754,103.762,118
20210118  08:30:00 AM,103.76,103.766,103.756,103.759,107
20210118  08:31:00 AM,103.76,103.762,103.746,103.75,105
20210118  08:32:00 AM,103.75,103.753,103.746,103.747,95
20210118  08:33:00 AM,103.747,103.748,103.74,103.746,47
20210118  08:34:00 AM,103.747,103.753,103.739,103.739,75
20210118  08:35:00 AM,103.739,103.748,103.738,103.748,70
20210118  08:36:00 AM,103.747,103.753,103.747,103.751,102
20210118  08:37:00 AM,103.751,103.751,103.726,103.729,101
20210118  08:38:00 AM,103.729,103.743,103.729,103.73,64
20210118  08:39:00 AM,103.729,103.739,103.729,103.733,45
20210118  08:40:00 AM,103.734,103.742,103.734,103.739,39
20210118  08:41:00 AM,103.739,103.756,103.739,103.756,66
20210118  08:42:00 AM,103.754,103.756,103.745,103.747,42
20210118  08:43:00 AM,103.747,103.749,103.742,103.744,57
20210118  08:44:00 AM,103.742,103.749,103.738,103.749,49
20210118  08:45:00 AM,103.748,103.749,103.73,103.731,95
20210118  08:46:00 AM,103.732,103.75,103.731,103.748,31
20210118  08:47:00 AM,103.747,103.757,103.744,103.747,56
20210118  08:48:00 AM,103.748,103.756,103.747,103.755,46
20210118  08:49:00 AM,103.755,103.761,103.753,103.759,40
20210118  08:50:00 AM,103.758,103.759,103.758,103.759,5
20210118  08:51:00 AM,103.759,103.768,103.758,103.768,47
20210118  08:52:00 AM,103.768,103.768,103.762,103.762,38
20210118  08:53:00 AM,103.761,103.77,103.759,103.769,34
20210118  08:54:00 AM,103.771,103.778,103.771,103.774,44
20210118  08:55:00 AM,103.776,103.788,103.776,103.784,69
20210118  08:56:00 AM,103.786,103.786,103.778,103.78,67
20210118  08:57:00 AM,103.781,103.783,103.777,103.78,65
20210118  08:58:00 AM,103.778,103.778,103.769,103.77,49
20210118  08:59:00 AM,103.769,103.781,103.768,103.777,73
20210118  09:00:00 AM,103.776,103.782,103.776,103.782,56
20210118  09:01:00 AM,103.782,103.79,103.779,103.781,92
20210118  09:02:00 AM,103.782,103.793,103.78,103.788,168
20210118  09:03:00 AM,103.792,103.795,103.789,103.792,54
20210118  09:04:00 AM,103.791,103.797,103.787,103.796,179
20210118  09:05:00 AM,103.796,103.802,103.785,103.789,76
20210118  09:06:00 AM,103.788,103.792,103.783,103.792,79
20210118  09:07:00 AM,103.79,103.796,103.789,103.795,116
20210118  09:08:00 AM,103.795,103.8,103.793,103.795,145
20210118  09:09:00 AM,103.796,103.798,103.793,103.797,108
20210118  09:10:00 AM,103.797,103.799,103.791,103.794,62
20210118  09:11:00 AM,103.793,103.796,103.789,103.791,94
20210118  09:12:00 AM,103.79,103.792,103.789,103.792,101
20210118  09:13:00 AM,103.793,103.793,103.788,103.791,225
20210118  09:14:00 AM,103.79,103.793,103.786,103.786,169
20210118  09:15:00 AM,103.787,103.788,103.779,103.788,123
20210118  09:16:00 AM,103.788,103.791,103.773,103.777,200
20210118  09:17:00 AM,103.777,103.782,103.777,103.778,93
20210118  09:18:00 AM,103.779,103.782,103.774,103.775,53
20210118  09:19:00 AM,103.776,103.782,103.773,103.775,46
20210118  09:20:00 AM,103.775,103.784,103.774,103.778,84
20210118  09:21:00 AM,103.778,103.794,103.778,103.792,109
20210118  09:22:00 AM,103.792,103.794,103.79,103.793,74
20210118  09:23:00 AM,103.793,103.794,103.79,103.793,131
20210118  09:24:00 AM,103.793,103.798,103.793,103.798,139
20210118  09:25:00 AM,103.798,103.799,103.793,103.797,105
20210118  09:26:00 AM,103.796,103.796,103.791,103.792,79
20210118  09:27:00 AM,103.792,103.797,103.791,103.795,84
20210118  09:28:00 AM,103.793,103.799,103.793,103.799,31
20210118  09:29:00 AM,103.799,103.8,103.795,103.797,49
20210118  09:30:00 AM,103.798,103.81,103.798,103.809,32
20210118  09:31:00 AM,103.81,103.819,103.808,103.815,87
20210118  09:32:00 AM,103.816,103.821,103.813,103.821,31
20210118  09:33:00 AM,103.821,103.824,103.821,103.823,63
20210118  09:34:00 AM,103.822,103.828,103.82,103.828,42
20210118  09:35:00 AM,103.83,103.832,103.823,103.827,65
20210118  09:36:00 AM,103.826,103.827,103.821,103.827,50
20210118  09:37:00 AM,103.826,103.826,103.818,103.821,52
20210118  09:38:00 AM,103.822,103.824,103.817,103.823,104
20210118  09:39:00 AM,103.822,103.828,103.822,103.826,56
20210118  09:40:00 AM,103.826,103.831,103.825,103.83,36
20210118  09:41:00 AM,103.829,103.832,103.823,103.825,73
20210118  09:42:00 AM,103.825,103.826,103.823,103.824,66
20210118  09:43:00 AM,103.824,103.825,103.815,103.815,69
20210118  09:44:00 AM,103.816,103.821,103.813,103.821,71
20210118  09:45:00 AM,103.823,103.836,103.823,103.836,73
20210118  09:46:00 AM,103.836,103.841,103.836,103.84,103
20210118  09:47:00 AM,103.841,103.841,103.835,103.836,118
20210118  09:48:00 AM,103.836,103.836,103.822,103.825,97
20210118  09:49:00 AM,103.825,103.83,103.819,103.823,120
20210118  09:50:00 AM,103.825,103.832,103.824,103.83,69
20210118  09:51:00 AM,103.827,103.831,103.825,103.828,107
20210118  09:52:00 AM,103.829,103.829,103.826,103.828,27
20210118  09:53:00 AM,103.83,103.832,103.825,103.826,38
20210118  09:54:00 AM,103.826,103.828,103.812,103.814,95
20210118  09:55:00 AM,103.811,103.815,103.806,103.815,115
20210118  09:56:00 AM,103.815,103.819,103.814,103.814,91
20210118  09:57:00 AM,103.816,103.816,103.815,103.815,16
20210118  09:58:00 AM,103.815,103.815,103.809,103.81,41
20210118  09:59:00 AM,103.813,103.815,103.809,103.81,74
20210118  10:00:00 AM,103.811,103.813,103.805,103.806,65
20210118  10:01:00 AM,103.805,103.809,103.803,103.803,29
20210118  10:02:00 AM,103.802,103.808,103.802,103.806,56
20210118  10:03:00 AM,103.807,103.807,103.803,103.803,37
20210118  10:04:00 AM,103.803,103.803,103.788,103.796,85
20210118  10:05:00 AM,103.794,103.796,103.791,103.794,33
20210118  10:06:00 AM,103.794,103.796,103.793,103.793,23
20210118  10:07:00 AM,103.793,103.802,103.793,103.8,70
20210118  10:08:00 AM,103.799,103.803,103.794,103.794,90
20210118  10:09:00 AM,103.795,103.795,103.79,103.79,32
20210118  10:10:00 AM,103.791,103.798,103.79,103.791,54
20210118  10:11:00 AM,103.791,103.791,103.787,103.787,31
20210118  10:12:00 AM,103.785,103.786,103.778,103.778,71
20210118  10:13:00 AM,103.779,103.785,103.777,103.779,87
20210118  10:14:00 AM,103.779,103.779,103.766,103.767,107
20210118  10:15:00 AM,103.767,103.774,103.767,103.771,22
20210118  10:16:00 AM,103.771,103.771,103.764,103.766,80
20210118  10:17:00 AM,103.766,103.776,103.766,103.77,53
20210118  10:18:00 AM,103.771,103.78,103.77,103.776,39
20210118  10:19:00 AM,103.775,103.776,103.758,103.763,80
20210118  10:20:00 AM,103.763,103.769,103.762,103.767,50
20210118  10:21:00 AM,103.767,103.771,103.766,103.771,70
20210118  10:22:00 AM,103.772,103.772,103.759,103.761,92
20210118  10:23:00 AM,103.761,103.768,103.76,103.768,73
20210118  10:24:00 AM,103.768,103.782,103.767,103.781,53
20210118  10:25:00 AM,103.783,103.783,103.775,103.776,34
20210118  10:26:00 AM,103.776,103.783,103.776,103.783,35
20210118  10:27:00 AM,103.783,103.785,103.779,103.785,37
20210118  10:28:00 AM,103.785,103.791,103.785,103.788,31
20210118  10:29:00 AM,103.791,103.798,103.789,103.794,48
20210118  10:30:00 AM,103.794,103.798,103.792,103.792,81
20210118  10:31:00 AM,103.792,103.796,103.79,103.796,82
20210118  10:32:00 AM,103.795,103.798,103.794,103.796,84
20210118  10:33:00 AM,103.797,103.798,103.791,103.796,72
20210118  10:34:00 AM,103.796,103.799,103.794,103.794,78
20210118  10:35:00 AM,103.794,103.794,103.788,103.788,50
20210118  10:36:00 AM,103.788,103.792,103.788,103.791,34
20210118  10:37:00 AM,103.791,103.797,103.788,103.788,52
20210118  10:38:00 AM,103.79,103.795,103.79,103.793,44
20210118  10:39:00 AM,103.794,103.797,103.791,103.793,64
20210118  10:40:00 AM,103.791,103.799,103.791,103.794,38
20210118  10:41:00 AM,103.794,103.797,103.79,103.792,47
20210118  10:42:00 AM,103.794,103.798,103.785,103.787,73
20210118  10:43:00 AM,103.787,103.789,103.786,103.787,49
20210118  10:44:00 AM,103.788,103.789,103.786,103.786,13
20210118  10:45:00 AM,103.784,103.784,103.778,103.781,72
20210118  10:46:00 AM,103.779,103.779,103.775,103.779,33
20210118  10:47:00 AM,103.78,103.783,103.78,103.78,18
20210118  10:48:00 AM,103.779,103.783,103.779,103.783,31
20210118  10:49:00 AM,103.783,103.789,103.783,103.789,26
20210118  10:50:00 AM,103.789,103.791,103.788,103.789,22
20210118  10:51:00 AM,103.788,103.792,103.787,103.792,38
20210118  10:52:00 AM,103.791,103.793,103.79,103.793,27
20210118  10:53:00 AM,103.79,103.794,103.789,103.789,37
20210118  10:54:00 AM,103.79,103.793,103.79,103.791,31
20210118  10:55:00 AM,103.791,103.792,103.788,103.789,42
20210118  10:56:00 AM,103.79,103.794,103.785,103.785,32
20210118  10:57:00 AM,103.785,103.788,103.783,103.784,44
20210118  10:58:00 AM,103.786,103.789,103.783,103.783,54
20210118  10:59:00 AM,103.787,103.791,103.775,103.784,93
20210118  11:00:00 AM,103.784,103.784,103.775,103.782,152
20210118  11:01:00 AM,103.782,103.782,103.777,103.777,82
20210118  11:02:00 AM,103.777,103.78,103.773,103.775,78
20210118  11:03:00 AM,103.775,103.775,103.769,103.769,80
20210118  11:04:00 AM,103.772,103.772,103.767,103.77,41
20210118  11:05:00 AM,103.771,103.79,103.771,103.783,53
20210118  11:06:00 AM,103.784,103.785,103.776,103.781,53
20210118  11:07:00 AM,103.782,103.783,103.775,103.778,33
20210118  11:08:00 AM,103.777,103.779,103.769,103.773,35
20210118  11:09:00 AM,103.771,103.779,103.771,103.775,70
20210118  11:10:00 AM,103.776,103.78,103.765,103.767,81
20210118  11:11:00 AM,103.768,103.772,103.767,103.769,88
20210118  11:12:00 AM,103.769,103.771,103.757,103.761,112
20210118  11:13:00 AM,103.761,103.761,103.745,103.745,112
20210118  11:14:00 AM,103.746,103.754,103.744,103.752,167
20210118  11:15:00 AM,103.752,103.756,103.752,103.755,80
20210118  11:16:00 AM,103.755,103.755,103.734,103.741,162
20210118  11:17:00 AM,103.741,103.75,103.741,103.749,37
20210118  11:18:00 AM,103.749,103.755,103.748,103.75,55
20210118  11:19:00 AM,103.753,103.757,103.75,103.75,26
20210118  11:20:00 AM,103.751,103.754,103.747,103.75,57
20210118  11:21:00 AM,103.749,103.749,103.74,103.742,96
20210118  11:22:00 AM,103.743,103.752,103.739,103.751,167
20210118  11:23:00 AM,103.751,103.765,103.75,103.763,162
20210118  11:24:00 AM,103.763,103.765,103.757,103.757,20
20210118  11:25:00 AM,103.757,103.757,103.749,103.749,47
20210118  11:26:00 AM,103.75,103.755,103.749,103.753,42
20210118  11:27:00 AM,103.755,103.756,103.75,103.751,62
20210118  11:28:00 AM,103.751,103.752,103.751,103.752,5
20210118  11:29:00 AM,103.751,103.752,103.744,103.746,124
20210118  11:30:00 AM,103.747,103.758,103.745,103.751,157
20210118  11:31:00 AM,103.751,103.757,103.751,103.757,80
20210118  11:32:00 AM,103.756,103.756,103.75,103.751,75
20210118  11:33:00 AM,103.751,103.758,103.748,103.756,129
20210118  11:34:00 AM,103.756,103.757,103.753,103.755,52
20210118  11:35:00 AM,103.755,103.755,103.727,103.728,119
20210118  11:36:00 AM,103.729,103.73,103.721,103.725,166
20210118  11:37:00 AM,103.724,103.737,103.724,103.737,188
20210118  11:38:00 AM,103.736,103.736,103.731,103.734,85
20210118  11:39:00 AM,103.735,103.735,103.729,103.729,46
20210118  11:40:00 AM,103.729,103.742,103.729,103.74,52
20210118  11:41:00 AM,103.74,103.74,103.73,103.732,72
20210118  11:42:00 AM,103.732,103.734,103.726,103.726,91
20210118  11:43:00 AM,103.728,103.741,103.728,103.739,74
20210118  11:44:00 AM,103.739,103.747,103.737,103.741,63
20210118  11:45:00 AM,103.742,103.745,103.74,103.742,79
20210118  11:46:00 AM,103.743,103.746,103.742,103.746,42
20210118  11:47:00 AM,103.745,103.747,103.74,103.747,51
20210118  11:48:00 AM,103.747,103.747,103.739,103.742,103
20210118  11:49:00 AM,103.745,103.747,103.74,103.747,58
20210118  11:50:00 AM,103.748,103.75,103.745,103.748,55
20210118  11:51:00 AM,103.747,103.755,103.747,103.754,34
20210118  11:52:00 AM,103.754,103.754,103.75,103.75,40
20210118  11:53:00 AM,103.748,103.748,103.745,103.747,38
20210118  11:54:00 AM,103.747,103.752,103.745,103.752,83
20210118  11:55:00 AM,103.752,103.759,103.748,103.756,84
20210118  11:56:00 AM,103.756,103.76,103.755,103.757,62
20210118  11:57:00 AM,103.757,103.762,103.755,103.762,103
20210118  11:58:00 AM,103.762,103.776,103.762,103.771,131
20210118  11:59:00 AM,103.768,103.774,103.753,103.755,153
20210118  12:00:00 PM,103.755,103.76,103.753,103.755,36
20210118  12:01:00 PM,103.755,103.761,103.755,103.759,60
20210118  12:02:00 PM,103.759,103.759,103.743,103.75,89
20210118  12:03:00 PM,103.749,103.756,103.749,103.755,88
20210118  12:04:00 PM,103.759,103.762,103.758,103.759,51
20210118  12:05:00 PM,103.76,103.76,103.752,103.752,31
20210118  12:06:00 PM,103.752,103.763,103.75,103.763,42
20210118  12:07:00 PM,103.759,103.762,103.757,103.761,31
20210118  12:08:00 PM,103.759,103.765,103.759,103.765,44
20210118  12:09:00 PM,103.766,103.767,103.764,103.764,22
20210118  12:10:00 PM,103.763,103.763,103.758,103.761,45
20210118  12:11:00 PM,103.759,103.759,103.749,103.749,37
20210118  12:12:00 PM,103.75,103.76,103.749,103.758,67
20210118  12:13:00 PM,103.759,103.761,103.756,103.756,47
20210118  12:14:00 PM,103.757,103.76,103.756,103.76,32
20210118  12:15:00 PM,103.757,103.763,103.755,103.763,73
20210118  12:16:00 PM,103.762,103.765,103.759,103.761,41
20210118  12:17:00 PM,103.76,103.764,103.759,103.761,77
20210118  12:18:00 PM,103.76,103.762,103.76,103.762,14
20210118  12:19:00 PM,103.762,103.774,103.762,103.774,19
20210118  12:20:00 PM,103.772,103.772,103.767,103.768,10
20210118  12:21:00 PM,103.768,103.77,103.767,103.768,24
20210118  12:22:00 PM,103.768,103.774,103.767,103.767,80
20210118  12:23:00 PM,103.767,103.772,103.766,103.77,81
20210118  12:24:00 PM,103.77,103.77,103.761,103.763,65
20210118  12:25:00 PM,103.762,103.762,103.756,103.76,43
20210118  12:26:00 PM,103.761,103.772,103.761,103.771,71
20210118  12:27:00 PM,103.772,103.776,103.769,103.77,93
20210118  12:28:00 PM,103.771,103.771,103.767,103.767,38
20210118  12:29:00 PM,103.768,103.771,103.766,103.771,21
20210118  12:30:00 PM,103.77,103.77,103.768,103.769,26
20210118  12:31:00 PM,103.77,103.77,103.77,103.77,11
20210118  12:32:00 PM,103.77,103.774,103.77,103.772,23
20210118  12:33:00 PM,103.773,103.78,103.773,103.778,61
20210118  12:34:00 PM,103.778,103.779,103.773,103.779,29
20210118  12:35:00 PM,103.778,103.778,103.766,103.766,46
20210118  12:36:00 PM,103.766,103.771,103.766,103.77,36
20210118  12:37:00 PM,103.768,103.769,103.765,103.766,51
20210118  12:38:00 PM,103.766,103.768,103.764,103.768,25
20210118  12:39:00 PM,103.768,103.782,103.766,103.782,64
20210118  12:40:00 PM,103.782,103.782,103.77,103.771,42
20210118  12:41:00 PM,103.769,103.771,103.767,103.768,38
20210118  12:42:00 PM,103.768,103.771,103.768,103.771,10
20210118  12:43:00 PM,103.771,103.775,103.77,103.773,32
20210118  12:44:00 PM,103.774,103.786,103.774,103.785,29
20210118  12:45:00 PM,103.784,103.784,103.775,103.775,64
20210118  12:46:00 PM,103.773,103.774,103.769,103.769,107
20210118  12:47:00 PM,103.77,103.774,103.77,103.773,40
20210118  12:48:00 PM,103.772,103.776,103.769,103.769,80
20210118  12:49:00 PM,103.769,103.769,103.764,103.767,79
20210118  12:50:00 PM,103.768,103.77,103.763,103.763,66
20210118  12:51:00 PM,103.76,103.76,103.758,103.759,75
20210118  12:52:00 PM,103.761,103.768,103.76,103.767,90
20210118  12:53:00 PM,103.766,103.766,103.765,103.765,7
20210118  12:54:00 PM,103.764,103.764,103.75,103.759,70
20210118  12:55:00 PM,103.759,103.762,103.757,103.761,46
20210118  12:56:00 PM,103.761,103.77,103.76,103.77,88
20210118  12:57:00 PM,103.768,103.785,103.768,103.783,82
20210118  12:58:00 PM,103.782,103.782,103.774,103.775,55
20210118  12:59:00 PM,103.773,103.775,103.77,103.77,60
20210118  01:00:00 PM,103.77,103.773,103.76,103.76,147
20210118  01:01:00 PM,103.761,103.763,103.755,103.758,94
20210118  01:02:00 PM,103.759,103.776,103.759,103.776,37
20210118  01:03:00 PM,103.776,103.782,103.77,103.778,49
20210118  01:04:00 PM,103.778,103.778,103.768,103.77,64
20210118  01:05:00 PM,103.773,103.774,103.764,103.765,50
20210118  01:06:00 PM,103.764,103.77,103.76,103.761,81
20210118  01:07:00 PM,103.763,103.769,103.763,103.768,50
20210118  01:08:00 PM,103.77,103.771,103.768,103.77,9
20210118  01:09:00 PM,103.772,103.775,103.769,103.774,51
20210118  01:10:00 PM,103.775,103.775,103.767,103.767,65
20210118  01:11:00 PM,103.767,103.77,103.764,103.77,23
20210118  01:12:00 PM,103.77,103.773,103.769,103.771,30
20210118  01:13:00 PM,103.769,103.769,103.766,103.766,24
20210118  01:14:00 PM,103.766,103.767,103.764,103.764,27
20210118  01:15:00 PM,103.766,103.767,103.76,103.76,44
20210118  01:16:00 PM,103.759,103.763,103.757,103.763,29
20210118  01:17:00 PM,103.761,103.762,103.756,103.759,46
20210118  01:18:00 PM,103.758,103.764,103.758,103.761,93
20210118  01:19:00 PM,103.762,103.765,103.76,103.762,69
20210118  01:20:00 PM,103.762,103.762,103.737,103.738,141
20210118  01:21:00 PM,103.739,103.739,103.732,103.736,49
20210118  01:22:00 PM,103.738,103.746,103.738,103.745,29
20210118  01:23:00 PM,103.746,103.749,103.743,103.749,79
20210118  01:24:00 PM,103.747,103.748,103.743,103.746,42
20210118  01:25:00 PM,103.746,103.752,103.743,103.749,44
20210118  01:26:00 PM,103.749,103.749,103.746,103.748,43
20210118  01:27:00 PM,103.749,103.753,103.747,103.747,54
20210118  01:28:00 PM,103.748,103.75,103.748,103.748,44
20210118  01:29:00 PM,103.748,103.753,103.746,103.75,90
20210118  01:30:00 PM,103.75,103.75,103.745,103.749,71
20210118  01:31:00 PM,103.749,103.751,103.744,103.749,36
20210118  01:32:00 PM,103.747,103.747,103.737,103.738,57
20210118  01:33:00 PM,103.74,103.745,103.738,103.743,109
20210118  01:34:00 PM,103.74,103.742,103.735,103.742,68
20210118  01:35:00 PM,103.742,103.742,103.733,103.736,62
20210118  01:36:00 PM,103.735,103.736,103.732,103.736,88
20210118  01:37:00 PM,103.737,103.741,103.737,103.74,108
20210118  01:38:00 PM,103.74,103.742,103.734,103.742,147
20210118  01:39:00 PM,103.74,103.743,103.738,103.741,24
20210118  01:40:00 PM,103.742,103.754,103.742,103.751,50
20210118  01:41:00 PM,103.751,103.76,103.746,103.76,78
20210118  01:42:00 PM,103.76,103.765,103.757,103.759,55
20210118  01:43:00 PM,103.758,103.763,103.757,103.758,60
20210118  01:44:00 PM,103.758,103.763,103.757,103.762,48
20210118  01:45:00 PM,103.763,103.764,103.754,103.76,141
20210118  01:46:00 PM,103.761,103.766,103.753,103.755,134
20210118  01:47:00 PM,103.755,103.758,103.753,103.754,78
20210118  01:48:00 PM,103.754,103.762,103.754,103.76,103
20210118  01:49:00 PM,103.759,103.759,103.75,103.75,39
20210118  01:50:00 PM,103.751,103.753,103.748,103.751,37
20210118  01:51:00 PM,103.75,103.75,103.748,103.75,15
20210118  01:52:00 PM,103.749,103.751,103.749,103.749,39
20210118  01:53:00 PM,103.749,103.752,103.746,103.751,43
20210118  01:54:00 PM,103.752,103.755,103.749,103.751,42
20210118  01:55:00 PM,103.75,103.75,103.746,103.746,38
20210118  01:56:00 PM,103.746,103.751,103.745,103.75,60
20210118  01:57:00 PM,103.751,103.753,103.74,103.74,103
20210118  01:58:00 PM,103.74,103.742,103.724,103.733,292
20210118  01:59:00 PM,103.734,103.735,103.718,103.724,184
20210118  02:00:00 PM,103.723,103.733,103.717,103.729,97
20210118  02:01:00 PM,103.728,103.736,103.721,103.736,97
20210118  02:02:00 PM,103.735,103.742,103.73,103.74,119
20210118  02:03:00 PM,103.741,103.741,103.736,103.739,57
20210118  02:04:00 PM,103.739,103.739,103.732,103.733,22
20210118  02:05:00 PM,103.736,103.74,103.732,103.735,27
20210118  02:06:00 PM,103.737,103.739,103.725,103.729,81
20210118  02:07:00 PM,103.728,103.732,103.728,103.729,121
20210118  02:08:00 PM,103.729,103.739,103.729,103.737,99
20210118  02:09:00 PM,103.738,103.738,103.728,103.729,89
20210118  02:10:00 PM,103.73,103.733,103.728,103.733,220
20210118  02:11:00 PM,103.734,103.745,103.73,103.739,115
20210118  02:12:00 PM,103.743,103.745,103.735,103.739,44
20210118  02:13:00 PM,103.738,103.745,103.732,103.744,69
20210118  02:14:00 PM,103.741,103.753,103.741,103.752,65
20210118  02:15:00 PM,103.751,103.751,103.744,103.748,32
20210118  02:16:00 PM,103.747,103.747,103.744,103.744,14
20210118  02:17:00 PM,103.746,103.75,103.744,103.747,60
20210118  02:18:00 PM,103.749,103.756,103.749,103.751,89
20210118  02:19:00 PM,103.75,103.755,103.745,103.747,55
20210118  02:20:00 PM,103.749,103.755,103.746,103.751,67
20210118  02:21:00 PM,103.751,103.754,103.743,103.744,83
20210118  02:22:00 PM,103.745,103.746,103.737,103.743,134
20210118  02:23:00 PM,103.742,103.745,103.738,103.738,73
20210118  02:24:00 PM,103.74,103.74,103.731,103.732,85
20210118  02:25:00 PM,103.732,103.739,103.732,103.736,64
20210118  02:26:00 PM,103.739,103.739,103.733,103.734,47
20210118  02:27:00 PM,103.736,103.738,103.733,103.736,40
20210118  02:28:00 PM,103.735,103.736,103.733,103.734,16
20210118  02:29:00 PM,103.732,103.736,103.732,103.734,40
20210118  02:30:00 PM,103.736,103.739,103.733,103.738,93
20210118  02:31:00 PM,103.739,103.746,103.738,103.744,86
20210118  02:32:00 PM,103.741,103.741,103.734,103.735,76
20210118  02:33:00 PM,103.736,103.738,103.73,103.73,40
20210118  02:34:00 PM,103.732,103.741,103.729,103.741,45
20210118  02:35:00 PM,103.74,103.74,103.732,103.738,68
20210118  02:36:00 PM,103.736,103.737,103.731,103.736,60
20210118  02:37:00 PM,103.737,103.741,103.734,103.739,96
20210118  02:38:00 PM,103.739,103.74,103.734,103.74,87
20210118  02:39:00 PM,103.739,103.739,103.734,103.735,37
20210118  02:40:00 PM,103.735,103.738,103.731,103.733,39
20210118  02:41:00 PM,103.731,103.734,103.727,103.734,49
20210118  02:42:00 PM,103.733,103.736,103.729,103.736,57
20210118  02:43:00 PM,103.736,103.743,103.735,103.74,67
20210118  02:44:00 PM,103.739,103.742,103.736,103.741,67
20210118  02:45:00 PM,103.74,103.74,103.733,103.734,62
20210118  02:46:00 PM,103.734,103.735,103.727,103.732,126
20210118  02:47:00 PM,103.731,103.742,103.731,103.735,126
20210118  02:48:00 PM,103.736,103.74,103.729,103.731,131
20210118  02:49:00 PM,103.731,103.736,103.723,103.727,132
20210118  02:50:00 PM,103.727,103.731,103.724,103.729,294
20210118  02:51:00 PM,103.73,103.73,103.723,103.729,59
20210118  02:52:00 PM,103.727,103.738,103.727,103.733,97
20210118  02:53:00 PM,103.732,103.734,103.725,103.729,71
20210118  02:54:00 PM,103.73,103.73,103.711,103.714,229
20210118  02:55:00 PM,103.717,103.726,103.716,103.719,149
20210118  02:56:00 PM,103.722,103.723,103.713,103.721,104
20210118  02:57:00 PM,103.721,103.721,103.714,103.719,207
20210118  02:58:00 PM,103.719,103.724,103.715,103.724,169
20210118  02:59:00 PM,103.725,103.733,103.722,103.732,94
20210118  03:00:00 PM,103.731,103.737,103.728,103.735,116
